metodo,documento,pergunta,rouge1_mean,rouge1_std,rouge2_mean,rouge2_std,rougeL_mean,rougeL_std,rougeLsum_mean,rougeLsum_std,bleu_mean,bleu_std,bertscore_precision_mean,bertscore_precision_std,bertscore_recall_mean,bertscore_recall_std,bertscore_f1_mean,bertscore_f1_std,f1_token_mean,f1_token_std,exact_match_mean,exact_match_std,latencia_segundos_mean,latencia_segundos_std,n_fontes_mean,n_fontes_std
bm25,"RESOLUÇÃO NORMATIVA Nº 236-2025-Prorroga o Plano Diretor de Tecnologia da Informação e Comunicação (PDTIC-2022-2024), do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo.pdf",Em que guia se baseou a metodologia de elaboração do PDTIC do IFPI?,0.8679245283018867,0.0,0.823529411764706,0.0,0.8679245283018867,0.0,0.8679245283018867,0.0,0.7488856162563027,0.0,0.9856879115104675,0.0,0.9934456944465637,0.0,0.9895516037940979,0.0,0.9,0.0,0.0,0.0,22.55886,0.052818077713348545,4.0,0.0
bm25,"RESOLUÇÃO NORMATIVA Nº 236-2025-Prorroga o Plano Diretor de Tecnologia da Informação e Comunicação (PDTIC-2022-2024), do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo.pdf",Para qual exercício foi prorrogada a vigência do PDTIC-2022/2024 do IFPI?,0.08333333333333334,0.0,0.0,0.0,0.08333333333333334,0.0,0.08333333333333334,0.0,0.0,0.0,0.8213146328926086,0.0,0.798200786113739,0.0,0.8095927238464355,0.0,0.0,0.0,0.0,0.0,12.52872,0.026188835619612796,4.0,0.0
bm25,"RESOLUÇÃO NORMATIVA Nº 236-2025-Prorroga o Plano Diretor de Tecnologia da Informação e Comunicação (PDTIC-2022-2024), do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo.pdf",Quais são as três fases da metodologia de elaboração do PDTIC descritas no documento?,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,16.27424,0.0402553019282353,4.0,0.0
bm25,"RESOLUÇÃO NORMATIVA Nº 236-2025-Prorroga o Plano Diretor de Tecnologia da Informação e Comunicação (PDTIC-2022-2024), do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo.pdf",Qual resolução foi revogada pela Resolução Normativa nº 236 de 2025?,0.4878048780487806,0.0,0.30769230769230765,0.0,0.4878048780487806,0.0,0.4878048780487806,0.0,0.2483533681559325,0.0,0.9547911882400513,0.0,0.9592360854148865,0.0,0.9570085406303406,0.0,0.5185185185185186,0.0,0.0,0.0,27.51313,0.04445332258548058,4.0,0.0
bm25,"RESOLUÇÃO Nº 14-2025-Aprova a Criação do Curso de Aperfeiçoamento Escola da Terra, no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo..pdf",Qual é a carga horária total do curso Escola da Terra?,0.4444444444444445,0.0,0.27906976744186046,0.0,0.26666666666666666,0.0,0.26666666666666666,0.0,0.11871704290088221,0.0,0.8634258508682251,0.0,0.9381551742553711,0.0,0.8992406129837036,0.0,0.5,0.0,0.0,0.0,22.53747,0.028476737094609354,4.0,0.0
bm25,"RESOLUÇÃO Nº 14-2025-Aprova a Criação do Curso de Aperfeiçoamento Escola da Terra, no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo..pdf",Qual é a meta física do curso Escola da Terra em número de vagas?,0.9166666666666666,0.0,0.8181818181818181,0.0,0.9166666666666666,0.0,0.9166666666666666,0.0,0.7910665071754358,0.0,0.9954450726509094,0.0,0.9954450726509094,0.0,0.9954450726509094,0.0,0.9166666666666666,0.0,0.0,0.0,12.37397,0.041779422101210134,4.0,0.0
bm25,"RESOLUÇÃO Nº 14-2025-Aprova a Criação do Curso de Aperfeiçoamento Escola da Terra, no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo..pdf",Quando está previsto o início do curso Escola da Terra?,0.16666666666666669,0.0,0.0,0.0,0.16666666666666669,0.0,0.16666666666666669,0.0,0.0,0.0,0.8219438791275024,0.0,0.8310289978981018,0.0,0.8264614343643188,0.0,0.0,0.0,0.0,0.0,12.079080000000001,0.04214703891009316,4.0,0.0
bm25,"RESOLUÇÃO Nº 14-2025-Aprova a Criação do Curso de Aperfeiçoamento Escola da Terra, no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo..pdf",Quem é o coordenador do curso Escola da Terra?,0.17173913043478262,0.003500332547388739,0.13458498023715415,0.0028639084478635215,0.17173913043478262,0.003500332547388739,0.17173913043478262,0.003500332547388739,0.0660935643713021,0.001686246168589796,0.8121855974197387,0.002427837953459571,0.8888192117214203,0.0036252592409510456,0.8487759411334992,0.0029785383060972753,0.2733918128654971,0.007062074437714156,0.0,0.0,30.754849999999998,1.5147875078336523,4.0,0.0
bm25,"RESOLUÇÃO Nº 27-2024-Aprova  a criação do curso de Qualificação Profissional, de Formação Inicial e Continuada (FIC) em Aquicultor, no âmbito do IFPI e Anexo.pdf",Qual é a forma de acesso ao curso FIC em Aquicultor?,0.5128205128205128,0.0,0.3783783783783784,0.0,0.46153846153846156,0.0,0.46153846153846156,0.0,0.2483533681559324,0.0,0.9104467034339905,0.0,0.9522331357002258,0.0,0.9308712482452393,0.0,0.5294117647058824,0.0,0.0,0.0,20.61478,0.041409172360185854,4.0,0.0
bm25,"RESOLUÇÃO Nº 27-2024-Aprova  a criação do curso de Qualificação Profissional, de Formação Inicial e Continuada (FIC) em Aquicultor, no âmbito do IFPI e Anexo.pdf",Quantas vagas são ofertadas no curso FIC em Aquicultor?,0.11764705882352941,0.0,0.0,0.0,0.11764705882352941,0.0,0.11764705882352941,0.0,0.0,0.0,0.8231986165046692,0.0,0.8388471603393555,0.0,0.8309492468833923,0.0,0.0,0.0,0.0,0.0,12.16806,0.04000917117084236,4.0,0.0
dense_no_rerank,CURSO_SUPERIOR_DE_TECNOLOGIA_EM_ANÁLISE_E_DESENVOLVIMENTO_DE_SISTEMAS.pdf,Em que ano o Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas foi criado no Campus de Picos?,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9999999403953552,0.0,0.9999999403953552,0.0,0.9999999403953552,0.0,1.0,0.0,1.0,0.0,20.0653,0.03841356820476653,4.0,0.0
dense_no_rerank,CURSO_SUPERIOR_DE_TECNOLOGIA_EM_ANÁLISE_E_DESENVOLVIMENTO_DE_SISTEMAS.pdf,Qual é a carga horária total do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas?,0.6428571428571429,0.0,0.46153846153846156,0.0,0.6428571428571429,0.0,0.6428571428571429,0.0,0.25772294506990867,0.0,0.8713124394416809,0.0,0.9634993672370911,0.0,0.915090024471283,0.0,0.6666666666666667,0.0,0.0,0.0,17.21934,0.028719958217239668,4.0,0.0
dense_no_rerank,CURSO_SUPERIOR_DE_TECNOLOGIA_EM_ANÁLISE_E_DESENVOLVIMENTO_DE_SISTEMAS.pdf,Qual é a unidade de oferta do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas descrita no PPC?,0.6666666666666666,0.0,0.5714285714285714,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.394100477098606,0.0,0.8748151063919067,0.0,0.9795048236846924,0.0,0.9242047071456909,0.0,0.7586206896551725,0.0,0.0,0.0,17.0732,0.040294967979196496,4.0,0.0
dense_no_rerank,CURSO_SUPERIOR_DE_TECNOLOGIA_EM_ANÁLISE_E_DESENVOLVIMENTO_DE_SISTEMAS.pdf,Quantas vagas por ano são ofertadas no Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas?,0.35294117647058826,0.0,0.25,0.0,0.35294117647058826,0.0,0.35294117647058826,0.0,0.09251599780696446,0.0,0.822972297668457,0.0,0.9461147785186768,0.0,0.8802577257156372,0.0,0.4,0.0,0.0,0.0,20.8462,0.017728445441655936,4.0,0.0
dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 217-2024-Atualiza o Regimento Interno da Comissão Permanente de Pessoal Docente (CPPD), no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI)..pdf",Como é composta a CPPD do IFPI em número de membros titulares e suplentes?,0.625,0.0,0.5217391304347827,0.0,0.625,0.0,0.625,0.0,0.4599040342685214,0.0,0.8838053345680237,0.0,0.972201943397522,0.0,0.925898551940918,0.0,0.7000000000000001,0.0,0.0,0.0,24.14432,0.03204929536406943,4.0,0.0
dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 217-2024-Atualiza o Regimento Interno da Comissão Permanente de Pessoal Docente (CPPD), no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI)..pdf",Qual é o mandato dos integrantes da CPPD do IFPI?,0.7906976744186046,0.0,0.6341463414634148,0.0,0.7441860465116279,0.0,0.7441860465116279,0.0,0.5941559820562806,0.0,0.9663041830062866,0.0,0.9723584651947021,0.0,0.9693218469619751,0.0,0.7567567567567567,0.0,0.0,0.0,18.14303,0.02606458005288595,4.0,0.0
dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 218-2024-Estab. normas, critérios e proc. para a participação de docentes (DE) em atividades remuneradas.pdf","Qual é o limite anual de horas para a participação esporádica remunerada em palestras, conferências e atividades artísticas e culturais de docentes em dedicação exclusiva?",0.27906976744186046,0.0,0.2439024390243903,0.0,0.27906976744186046,0.0,0.27906976744186046,0.0,0.09885362316286796,0.0,0.8076066255569458,0.0012955552391953594,0.9477590441703796,0.00029577291633702625,0.8720875024795532,0.0008810609993154458,0.4117647058823529,0.0,0.0,0.0,25.1953,0.2938996313936666,4.0,0.0
dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 218-2024-Estab. normas, critérios e proc. para a participação de docentes (DE) em atividades remuneradas.pdf",Qual é o limite de carga horária para atividades remuneradas eventuais previstas no artigo 7º da Resolução Normativa nº 218 de 2024?,0.29032258064516125,0.0,0.23333333333333334,0.0,0.29032258064516125,0.0,0.29032258064516125,0.0,0.12331859801673,0.0,0.8199409246444702,0.0,0.9187633395195007,0.0,0.8665437698364258,0.0,0.2641509433962264,0.0,0.0,0.0,34.02855,0.04555024698066941,4.0,0.0
dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 223-2024-Atualiza a Regulamentação do planejamento e o registro das atividades acadêmicas dos docentes da Carreira do Magistério do Ensino Básico, Técnico e Tecnológico do IFPI.pdf","Para cada hora de regência de aulas, quantas horas adicionais o docente computará para atividades de organização e apoio ao ensino?",0.930232558139535,0.0,0.878048780487805,0.0,0.930232558139535,0.0,0.930232558139535,0.0,0.7854475723304021,0.0,0.992283821105957,0.0,0.9769299030303955,0.0,0.9845470190048218,0.0,0.9375,0.0,0.0,0.0,16.45329,0.024954422899001526,4.0,0.0
dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 223-2024-Atualiza a Regulamentação do planejamento e o registro das atividades acadêmicas dos docentes da Carreira do Magistério do Ensino Básico, Técnico e Tecnológico do IFPI.pdf",Quais são os regimes de trabalho previstos para os docentes do EBTT no IFPI?,0.3259832217347803,0.015798101609479802,0.10706592596791567,0.00980805865285184,0.2067010441519793,0.018327944747186287,0.2067010441519793,0.018327944747186287,0.0,0.0,0.8324948787689209,0.008223254705297759,0.8817470014095307,0.004389738754244142,0.8564068078994751,0.006297112720584701,0.3406221685291453,0.02701448358200511,0.0,0.0,25.745030000000003,2.809773294947478,4.0,0.0
dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 236-2025-Prorroga o Plano Diretor de Tecnologia da Informação e Comunicação (PDTIC-2022-2024), do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo.pdf",Em que guia se baseou a metodologia de elaboração do PDTIC do IFPI?,0.9019607843137256,0.0,0.8979591836734693,0.0,0.9019607843137256,0.0,0.9019607843137256,0.0,0.8817739004515716,0.0,0.9951040148735046,0.0,0.9970126748085022,0.0,0.996057391166687,0.0,0.9473684210526316,0.0,0.0,0.0,21.86285,0.04882188147860701,4.0,0.0
dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 236-2025-Prorroga o Plano Diretor de Tecnologia da Informação e Comunicação (PDTIC-2022-2024), do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo.pdf",Para qual exercício foi prorrogada a vigência do PDTIC-2022/2024 do IFPI?,0.7142857142857143,0.0,0.6,0.0,0.7142857142857143,0.0,0.7142857142857143,0.0,0.3619779110707069,0.0,0.8878629803657532,0.0,0.9830116033554077,0.0,0.9330177307128906,0.0,0.7647058823529412,0.0,0.0,0.0,24.79579,0.03264201280558593,4.0,0.0
dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 236-2025-Prorroga o Plano Diretor de Tecnologia da Informação e Comunicação (PDTIC-2022-2024), do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo.pdf",Quais são as três fases da metodologia de elaboração do PDTIC descritas no documento?,0.9268292682926829,0.0,0.8717948717948719,0.0,0.9268292682926829,0.0,0.9268292682926829,0.0,0.7180844549344315,0.03181692144645035,0.9731319904327392,0.003973344346904291,0.9958932757377624,0.00028579570095883756,0.9843778967857361,0.0021775712364563065,0.9032258064516128,0.0,0.0,0.0,17.94548,0.30828053529933497,4.0,0.0
dense_no_rerank,"RESOLUÇÃO NORMATIVA Nº 236-2025-Prorroga o Plano Diretor de Tecnologia da Informação e Comunicação (PDTIC-2022-2024), do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo.pdf",Qual resolução foi revogada pela Resolução Normativa nº 236 de 2025?,0.35714285714285715,0.0,0.22222222222222218,0.0,0.35714285714285715,0.0,0.35714285714285715,0.0,0.1222627823979477,0.0,0.910374641418457,0.0,0.9322649240493774,0.0,0.9211897850036621,0.0,0.4375,0.0,0.0,0.0,41.48834,0.03227300901854492,4.0,0.0
dense_no_rerank,"RESOLUÇÃO Nº 14-2025-Aprova a Criação do Curso de Aperfeiçoamento Escola da Terra, no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo..pdf",Qual é a carga horária total do curso Escola da Terra?,0.8857142857142858,0.18401748249129443,0.8800000000000001,0.19321835661585918,0.8857142857142858,0.18401748249129443,0.8857142857142858,0.18401748249129443,0.8228249184372712,0.28527898410692726,0.9716184139251709,0.045702951563561654,0.9963366091251373,0.005901852512873907,0.9834394574165344,0.026666183214035483,0.9166666666666666,0.1341794143165689,0.7,0.48304589153964794,19.79114,5.122384632657811,4.0,0.0
dense_no_rerank,"RESOLUÇÃO Nº 14-2025-Aprova a Criação do Curso de Aperfeiçoamento Escola da Terra, no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo..pdf",Qual é a meta física do curso Escola da Terra em número de vagas?,0.7272727272727273,0.0,0.7096774193548387,0.0,0.7272727272727273,0.0,0.7272727272727273,0.0,0.5471114295717522,0.0,0.8801493048667908,0.0,0.9877628684043884,0.0,0.9308561682701111,0.0,0.7741935483870968,0.0,0.0,0.0,21.04281,0.028640043839196917,4.0,0.0
dense_no_rerank,"RESOLUÇÃO Nº 14-2025-Aprova a Criação do Curso de Aperfeiçoamento Escola da Terra, no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo..pdf",Quando está previsto o início do curso Escola da Terra?,0.5217391304347827,0.0,0.27272727272727276,0.0,0.43478260869565216,0.0,0.43478260869565216,0.0,0.19037861963633804,0.0,0.8779458403587341,0.0,0.94632488489151,0.0,0.9108538031578064,0.0,0.5789473684210525,0.0,0.0,0.0,23.32489,0.04211250671976375,4.0,0.0
dense_no_rerank,"RESOLUÇÃO Nº 14-2025-Aprova a Criação do Curso de Aperfeiçoamento Escola da Terra, no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI) e Anexo..pdf",Quem é o coordenador do curso Escola da Terra?,0.5384615384615385,0.0,0.5,0.0,0.5384615384615385,0.0,0.5384615384615385,0.0,0.40052744847255717,0.0,0.892876148223877,0.0,0.956995964050293,0.0,0.9238248467445374,0.0,0.6666666666666667,0.0,0.0,0.0,16.17636,0.03033945725728604,4.0,0.0
dense_no_rerank,"RESOLUÇÃO Nº 27-2024-Aprova  a criação do curso de Qualificação Profissional, de Formação Inicial e Continuada (FIC) em Aquicultor, no âmbito do IFPI e Anexo.pdf",Qual é a forma de acesso ao curso FIC em Aquicultor?,0.4242424242424242,0.0,0.2580645161290323,0.0,0.30303030303030304,0.0,0.30303030303030304,0.0,0.13817790393734294,0.0,0.871941351890564,0.004050486218353211,0.9236608266830444,0.00022629240005268118,0.8970514297485351,0.0020348155978077687,0.4375,0.0,0.0,0.0,19.214930000000003,0.20113854291120872,4.0,0.0
dense_no_rerank,"RESOLUÇÃO Nº 27-2024-Aprova  a criação do curso de Qualificação Profissional, de Formação Inicial e Continuada (FIC) em Aquicultor, no âmbito do IFPI e Anexo.pdf",Quantas vagas são ofertadas no curso FIC em Aquicultor?,0.7368421052631579,0.0,0.588235294117647,0.0,0.7368421052631579,0.0,0.7368421052631579,0.0,0.42401253518050364,0.0,0.9459167718887329,0.0,0.9871349334716797,0.0,0.9660863876342773,0.0,0.7368421052631579,0.0,0.0,0.0,14.41918,0.025227137063972296,4.0,0.0
dense_rerank,CURSO_SUPERIOR_DE_TECNOLOGIA_EM_ANÁLISE_E_DESENVOLVIMENTO_DE_SISTEMAS.pdf,Em que ano o Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas foi criado no Campus de Picos?,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9999999403953552,0.0,0.9999999403953552,0.0,0.9999999403953552,0.0,1.0,0.0,1.0,0.0,17.97895,0.02945034427265214,4.0,0.0
dense_rerank,CURSO_SUPERIOR_DE_TECNOLOGIA_EM_ANÁLISE_E_DESENVOLVIMENTO_DE_SISTEMAS.pdf,Qual é a carga horária total do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas?,0.4390243902439024,0.0,0.30769230769230765,0.0,0.4390243902439024,0.0,0.4390243902439024,0.0,0.14291173574075158,0.0,0.8303691148757935,0.0,0.9654767513275146,0.0,0.8928406238555908,0.0,0.5142857142857143,0.0,0.0,0.0,22.02065,0.0378116163808601,4.0,0.0
dense_rerank,CURSO_SUPERIOR_DE_TECNOLOGIA_EM_ANÁLISE_E_DESENVOLVIMENTO_DE_SISTEMAS.pdf,Qual é a unidade de oferta do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas descrita no PPC?,0.28571428571428575,0.0,0.06060606060606061,0.0,0.17142857142857143,0.0,0.17142857142857143,0.0,0.0,0.0,0.816821277141571,0.0,0.9077346920967102,0.0,0.8598816394805908,0.0,0.3636363636363636,0.0,0.0,0.0,21.34354,0.03572699570663935,4.0,0.0
dense_rerank,CURSO_SUPERIOR_DE_TECNOLOGIA_EM_ANÁLISE_E_DESENVOLVIMENTO_DE_SISTEMAS.pdf,Quantas vagas por ano são ofertadas no Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas?,0.3181818181818182,0.0,0.14285714285714285,0.0,0.27272727272727276,0.0,0.27272727272727276,0.0,0.0,0.0,0.8228514194488525,0.0,0.927708625793457,0.0,0.872139573097229,0.0,0.4,0.0,0.0,0.0,25.252209999999998,0.04601510500790848,4.0,0.0
dense_rerank,"RESOLUÇÃO NORMATIVA Nº 217-2024-Atualiza o Regimento Interno da Comissão Permanente de Pessoal Docente (CPPD), no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI)..pdf",Como é composta a CPPD do IFPI em número de membros titulares e suplentes?,0.625,0.0,0.5217391304347827,0.0,0.625,0.0,0.625,0.0,0.4599040342685214,0.0,0.8838053345680237,0.0,0.972201943397522,0.0,0.925898551940918,0.0,0.7000000000000001,0.0,0.0,0.0,23.92605,0.0364421383077952,4.0,0.0
dense_rerank,"RESOLUÇÃO NORMATIVA Nº 217-2024-Atualiza o Regimento Interno da Comissão Permanente de Pessoal Docente (CPPD), no âmbito do Instituto Federal de Educação, Ciência e Tecnologia do Piauí (IFPI)..pdf",Qual é o mandato dos integrantes da CPPD do IFPI?,0.502377972465582,0.01742428656340998,0.15927437641723358,0.03904607101527477,0.32957863996662495,0.02352092839590151,0.32957863996662495,0.02352092839590151,0.10231626702241434,0.053925407579467254,0.8659365773200989,0.00154307212202992,0.9031847417354584,0.001316694762841434,0.8841684281826019,0.0014173408131684124,0.43809523809523815,0.0254958387368397,0.0,0.0,20.44399,0.27557473457001386,4.0,0.0
dense_rerank,"RESOLUÇÃO NORMATIVA Nº 218-2024-Estab. normas, critérios e proc. para a participação de docentes (DE) em atividades remuneradas.pdf","Qual é o limite anual de horas para a participação esporádica remunerada em palestras, conferências e atividades artísticas e culturais de docentes em dedicação exclusiva?",0.3243243243243243,0.0,0.2857142857142857,0.0,0.3243243243243243,0.0,0.3243243243243243,0.0,0.16110518603734317,0.0,0.8159329891204834,0.0,0.9581412076950073,0.0,0.8813374042510986,0.0,0.48275862068965514,0.0,0.0,0.0,22.76604,0.056262760527921264,4.0,0.0
